Serie,Modelo,Ingreso,Estado_normalizado,num_reparaciones_6m,num_reparaciones_12m,dias_desde_ultima_reparacion,edad_dias,fallo_30d
7407998,CVB45.BC,2023-05-31,Reparado,0,0,0.0,0,0
7407999,CVB45.BC,2025-02-17,Reparado,0,0,0.0,0,0
7408000,CVB45.BC,2021-07-08,Reparado,0,0,0.0,0,0
7408001,CVB45.BC,2021-05-31,Reparado,0,0,0.0,0,0
7408002,CVB45.BC,2021-03-05,Reparado,0,0,0.0,0,0
7408005,CVB45.BC,2021-04-29,Reparado,0,0,0.0,0,0
7408005,CVB45.BC,2021-06-11,Reparado / Garantía Lab,1,1,43.0,43,0
7408006,CVB45.BC,2021-01-22,Reparado,0,0,0.0,0,0
7408006,CVB45.BC,2021-12-10,Reparado,0,1,322.0,322,0
7408006,CVB45.BC,2022-09-21,Reparado / Garantía Lab,0,1,285.0,607,0
7408006,CVB45.BC,2025-10-09,Reparado / Garantía Lab,0,0,1114.0,1721,0
7408007,CVB45.BC,2023-07-01,Reparado,0,0,0.0,0,0
7408008,CVB45.BC,2022-02-08,Reparado,0,0,0.0,0,0
7408008,CVB45.BC,2025-08-25,Reparado / Garantía Lab,0,0,1294.0,1294,0
7408009,CVB45.BC,2023-06-19,Reparado,0,0,0.0,0,1
7408009,CVB45.BC,2023-06-27,Reparado / Garantía Lab,1,1,8.0,8,0
7408010,CVB45.BC,2022-02-22,Reparado,0,0,0.0,0,0
7408010,CVB45.BC,2025-12-05,Proceso,0,0,1382.0,1382,0
7408011,CVB45.BC,2021-01-01,Reparado,0,0,0.0,0,0
7408012,CVB45.BC,2020-12-02,Reparado,0,0,0.0,0,0
7408012,CVB45.BC,2022-07-19,Reparado / Garantía Lab,0,0,594.0,594,0
7408012,CVB45.BC,2023-01-11,Reparado / Garantía Lab,1,1,176.0,770,0
7408013,CVB45.BC,2021-01-07,Reparado,0,0,0.0,0,0
7408013,CVB45.BC,2023-08-29,Reparado / Garantía Lab,0,0,964.0,964,0
7408015,CVB45.BC,2020-11-19,Reparado,0,0,0.0,0,0
7408015,CVB45.BC,2021-08-25,Reparado / Garantía Lab,0,1,279.0,279,0
7408015,CVB45.BC,2022-06-05,Reparado / Garantía Lab,0,1,284.0,563,0
7408015,CVB45.BC,2024-06-28,Reparado / Garantía Lab,0,0,754.0,1317,0
7408016,CVB45.BC,2022-08-03,Reparado,0,0,0.0,0,0
7408016,CVB45.BC,2025-10-14,Reparado,0,0,1168.0,1168,1
7408016,CVB45.BC,2025-10-17,Reparado / Garantía Lab,1,1,3.0,1171,0
7408017,CVB45.BC,2023-07-09,Reparado,0,0,0.0,0,0
7408018,CVB45.BC,2021-05-28,Reparado,0,0,0.0,0,0
7408019,CVB45.BC,2021-06-25,Reparado,0,0,0.0,0,0
7408019,CVB45.BC,2022-10-22,Reparado / Garantía Lab,0,0,484.0,484,0
7408019,CVB45.BC,2022-11-23,Reparado / Garantía Lab,1,1,32.0,516,0
7408019,CVB45.BC,2024-08-27,Reparado / Garantía Lab,0,0,643.0,1159,0
7408019,CVB45.BC,2024-12-03,Reparado / Garantía Lab,1,1,98.0,1257,0
7408021,CVB45.BC,2021-01-26,Reparado,0,0,0.0,0,0
7408021,CVB45.BC,2022-01-24,Reparado / Garantía Lab,0,1,363.0,363,0
7408021,CVB45.BC,2022-05-16,Reparado / Garantía Lab,1,1,112.0,475,0
7408021,CVB45.BC,2022-08-28,Reparado / Garantía Lab,1,2,104.0,579,0
7408021,CVB45.BC,2022-11-23,Reparado / Garantía Lab,1,3,87.0,666,0
7408021,CVB45.BC,2025-07-29,Reparado / Garantía Lab,0,0,979.0,1645,0
7408023,CVB45.BC,2021-12-28,Reparado,0,0,0.0,0,0
7408024,CVB45.BC,2022-05-12,Reparado,0,0,0.0,0,0
7408025,CVB45.BC,2021-08-10,Reparado,0,0,0.0,0,1
7408025,CVB45.BC,2021-08-16,Reparado / Garantía Lab,1,1,6.0,6,0
7408026,CVB45.BC,2022-07-06,Reparado,0,0,0.0,0,0
7408026,CVB45.BC,2022-09-13,Reparado / Garantía Lab,1,1,69.0,69,1
7408026,CVB45.BC,2022-09-21,Reparado / Garantía Lab,2,2,8.0,77,0
7408026,CVB45.BC,2023-08-07,Reparado / Garantía Lab,0,2,320.0,397,0
7408026,CVB45.BC,2023-10-03,Reparado / Garantía Lab,1,1,57.0,454,0
7408026,CVB45.BC,2025-04-14,Reparado / Garantía Lab,0,0,559.0,1013,0
7408027,CVB45.BC,2021-12-06,Reparado,0,0,0.0,0,0
7408027,CVB45.BC,2023-08-06,Reparado / Garantía Lab,0,0,608.0,608,0
7408028,CVB45.BC,2021-05-04,Reparado,0,0,0.0,0,0
7408028,CVB45.BC,2024-04-29,Reparado / Garantía Lab,0,0,1091.0,1091,0
7408028,CVB45.BC,2024-11-18,Reparado / Garantía Lab,0,1,203.0,1294,1
7408028,CVB45.BC,2024-11-20,Reparado / Garantía Lab,1,2,2.0,1296,1
7408028,CVB45.BC,2024-11-22,Reparado / Garantía Lab,2,3,2.0,1298,0
7408028,CVB45.BC,2025-01-13,Reparado / Garantía Lab,3,4,52.0,1350,1
7408028,CVB45.BC,2025-01-21,Reparado / Garantía Lab,4,5,8.0,1358,1
7408028,CVB45.BC,2025-01-27,Reparado / Garantía Lab,5,6,6.0,1364,1
7408028,CVB45.BC,2025-02-17,Reparado / Garantía Lab,6,7,21.0,1385,0
7408029,CVB45.BC,2021-04-15,Reparado,0,0,0.0,0,0
7408031,CVB45.BC,2020-12-09,Reparado,0,0,0.0,0,0
7408031,CVB45.BC,2023-10-14,Reparado / Garantía Lab,0,0,1039.0,1039,0
7408031,CVB45.BC,2025-10-15,Reparado / Garantía Lab,0,0,732.0,1771,0
7408034,CVB45.BC,2022-04-20,Reparado,0,0,0.0,0,0
7408035,CVB45.BC,2021-03-09,Reparado,0,0,0.0,0,0
7408035,CVB45.BC,2021-07-14,Reparado / Garantía Lab,1,1,127.0,127,0
7408035,CVB45.BC,2024-02-22,Reparado / Garantía Lab,0,0,953.0,1080,1
7408035,CVB45.BC,2024-03-05,Reparado / Garantía Lab,1,1,12.0,1092,0
7408036,CVB45.BC,2025-08-07,Reparado,0,0,0.0,0,0
7408037,CVB45.BC,2021-06-21,Reparado,0,0,0.0,0,1
7408037,CVB45.BC,2021-07-20,POD,1,1,29.0,29,0
7408038,CVB45.BC,2020-12-03,Reparado,0,0,0.0,0,1
7408038,CVB45.BC,2020-12-18,Reparado,1,1,15.0,15,1
7408038,CVB45.BC,2020-12-31,Reparado,2,2,13.0,28,1
7408038,CVB45.BC,2021-01-07,Reparado / Garantía Lab,3,3,7.0,35,0
7408038,CVB45.BC,2021-11-09,Reparado / Garantía Lab,0,4,306.0,341,1
7408038,CVB45.BC,2021-11-22,Reparado / Garantía Lab,1,5,13.0,354,0
7408039,CVB45.BC,2023-05-29,Reparado,0,0,0.0,0,0
7408040,CVB45.BC,2023-06-20,Reparado,0,0,0.0,0,0
7408042,CVB45.BC,2021-01-12,Reparado / Garantía Lab,0,0,0.0,0,0
7408042,CVB45.BC,2021-04-21,Reparado / Garantía Lab,1,1,99.0,99,0
7408042,CVB45.BC,2021-09-08,Reparado / Garantía Lab,1,2,140.0,239,0
7408042,CVB45.BC,2022-09-27,Reparado / Garantía Lab,0,0,384.0,623,0
7408042,CVB45.BC,2023-08-09,POD Reparado,0,1,316.0,939,1
7408042,CVB45.BC,2023-08-17,Reparado / Garantía Lab,1,2,8.0,947,0
7408042,CVB45.BC,2024-04-08,Reparado / Garantía Lab,0,2,235.0,1182,0
7408042,CVB45.BC,2024-05-21,Reparado / Garantía Lab,1,3,43.0,1225,1
7408042,CVB45.BC,2024-06-13,Reparado / Garantía Lab,2,4,23.0,1248,0
7408042,CVB45.BC,2024-07-26,Reparado / Garantía Lab,3,5,43.0,1291,0
7408042,CVB45.BC,2024-08-27,Reparado / Garantía Lab,4,4,32.0,1323,0
7408042,CVB45.BC,2025-03-24,Reparado / Garantía Lab,0,5,209.0,1532,0
7408043,CVB45.BC,2025-07-31,Reparado,0,0,0.0,0,1
7408043,CVB45.BC,2025-08-06,Reparado / Garantía Lab,1,1,6.0,6,0
7408044,CVB45.BC,2021-02-17,Reparado,0,0,0.0,0,0
7408044,CVB45.BC,2024-03-18,Reparado / Garantía Lab,0,0,1125.0,1125,0
7408045,CVB45.BC,2020-12-17,Reparado,0,0,0.0,0,0
7408045,CVB45.BC,2021-02-17,Reparado / Garantía Lab,1,1,62.0,62,0
7408046,CVB45.BC,2022-06-24,Reparado,0,0,0.0,0,0
7408046,CVB45.BC,2025-11-25,Reparado / Garantía Lab,0,0,1250.0,1250,0
7408047,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,0
7408047,CVB45.BC,2025-08-28,Reparado / Garantía Lab,0,0,1731.0,1731,0
7408048,CVB45.BC,2022-04-09,Reparado,0,0,0.0,0,0
7408049,CVB45.BC,2023-06-06,Reparado,0,0,0.0,0,0
7408052,CVB45.BC,2023-12-01,Reparado,0,0,0.0,0,0
7408053,CVB45.BC,2024-09-03,Reparado,0,0,0.0,0,0
7408055,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,1
7408055,CVB45.BC,2020-12-14,Reparado / Garantía Lab,1,1,13.0,13,0
7408055,CVB45.BC,2024-08-07,POD Reparado,0,0,1332.0,1345,0
7408057,CVB45.BC,2020-11-15,Reparado,0,0,0.0,0,0
7408057,CVB45.BC,2021-08-19,Reparado / Garantía Lab,0,1,277.0,277,0
7408058,CVB45.BC,2025-10-27,Reparado,0,0,0.0,0,0
7408059,CVB45.BC,2021-07-28,Reparado,0,0,0.0,0,0
7408059,CVB45.BC,2023-12-20,Reparado / Garantía Lab,0,0,875.0,875,0
7408060,CVB45.BC,2023-05-20,Reparado,0,0,0.0,0,0
7408061,CVB45.BC,2021-02-07,Reparado,0,0,0.0,0,0
7408062,CVB45.BC,2022-09-16,Reparado,0,0,0.0,0,0
7408063,CVB45.BC,2025-09-02,Reparado,0,0,0.0,0,0
7408064,CVB45.BC,2025-09-22,POD Reparado,0,0,0.0,0,0
7408064,CVB45.BC,2025-11-26,Reparado / Garantía Lab,1,1,65.0,65,1
7408064,CVB45.BC,2025-12-02,Reparado / Garantía Lab,2,2,6.0,71,1
7408064,CVB45.BC,2025-12-05,Proceso,3,3,3.0,74,0
7408065,CVB45.BC,2021-11-10,Reparado,0,0,0.0,0,0
7408067,CVB45.BC,2022-11-08,Reparado,0,0,0.0,0,0
7408069,CVB45.BC,2021-12-31,Reparado,0,0,0.0,0,0
7408069,CVB45.BC,2023-09-13,Reparado / Garantía Lab,0,0,621.0,621,0
7408069,CVB45.BC,2024-05-07,Reparado / Garantía Lab,0,1,237.0,858,0
7408069,CVB45.BC,2024-07-26,Reparado / Garantía Lab,1,2,80.0,938,0
7408070,CVB45.BC,2022-09-30,Reparado,0,0,0.0,0,0
7408070,CVB45.BC,2025-03-17,Reparado / Garantía Lab,0,0,899.0,899,1
7408070,CVB45.BC,2025-03-20,Reparado / Garantía Lab,1,1,3.0,902,0
7408072,CVB45.BC,2020-11-25,Reparado,0,0,0.0,0,1
7408072,CVB45.BC,2020-12-21,Reparado / Garantía Lab,1,1,26.0,26,0
7408072,CVB45.BC,2023-10-17,Reparado / Garantía Lab,0,0,1030.0,1056,0
7408073,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,0
7408073,CVB45.BC,2021-01-04,Reparado,1,1,34.0,34,1
7408073,CVB45.BC,2021-01-22,Reparado / Garantía Lab,2,2,18.0,52,1
7408073,CVB45.BC,2021-02-04,Reparado / Garantía Lab,3,3,13.0,65,1
7408073,CVB45.BC,2021-02-23,Reparado / Garantía Lab,4,4,19.0,84,1
7408073,CVB45.BC,2021-02-26,Reparado,5,5,3.0,87,0
7408073,CVB45.BC,2021-05-14,Reparado / Garantía Lab,6,6,77.0,164,0
7408074,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,0
7408074,CVB45.BC,2021-07-30,Reparado / Garantía Lab,0,1,241.0,241,0
7408075,CVB45.BC,2025-09-16,Reparado,0,0,0.0,0,0
7408079,CVB45.BC,2022-07-06,Reparado,0,0,0.0,0,0
7408080,CVB45.BC,2021-07-12,Reparado,0,0,0.0,0,0
7408080,CVB45.BC,2025-01-15,Reparado / Garantía Lab,0,0,1283.0,1283,0
7408081,CVB45.BC,2023-06-15,Reparado,0,0,0.0,0,0
7408082,CVB45.BC,2021-02-05,Reparado,0,0,0.0,0,0
7408082,CVB45.BC,2023-07-26,Reparado / Garantía Lab,0,0,901.0,901,0
7408082,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,817.0,1718,1
7408082,CVB45.BC,2025-11-10,Reparado / Garantía Lab,1,1,21.0,1739,0
7408083,CVB45.BC,2023-08-11,Reparado,0,0,0.0,0,0
7408084,CVB45.BC,2022-04-23,Reparado,0,0,0.0,0,0
7408085,CVB45.BC,2021-11-12,Reparado,0,0,0.0,0,0
7408085,CVB45.BC,2021-12-22,Reparado / Garantía Lab,1,1,40.0,40,0
7408086,CVB45.BC,2021-01-22,Reparado,0,0,0.0,0,0
7408086,CVB45.BC,2024-02-26,Reparado / Garantía Lab,0,0,1130.0,1130,0
7408086,CVB45.BC,2024-07-05,Reparado / Garantía Lab,1,1,130.0,1260,1
7408086,CVB45.BC,2024-07-12,Reparado / Garantía Lab,2,2,7.0,1267,0
7408087,CVB45.BC,2025-09-02,Reparado,0,0,0.0,0,0
7408088,CVB45.BC,2021-11-13,Reparado,0,0,0.0,0,0
7408090,CVB45.BC,2021-07-19,Reparado,0,0,0.0,0,0
7408090,CVB45.BC,2022-01-06,Reparado / Garantía Lab,1,1,171.0,171,0
7408090,CVB45.BC,2024-07-25,Reparado / Garantía Lab,0,0,931.0,1102,0
7408091,CVB45.BC,2021-09-29,Reparado,0,0,0.0,0,0
7408091,CVB45.BC,2023-08-31,Reparado / Garantía Lab,0,0,701.0,701,0
7408091,CVB45.BC,2025-11-27,Reparado / Garantía Lab,0,0,819.0,1520,0
7408092,CVB45.BC,2021-04-16,Reparado,0,0,0.0,0,0
7408092,CVB45.BC,2021-08-08,Reparado / Garantía Lab,1,1,114.0,114,0
7408093,CVB45.BC,2023-11-04,Reparado,0,0,0.0,0,0
7408093,CVB45.BC,2025-09-08,Reparado / Garantía Lab,0,0,674.0,674,0
7408094,CVB45.BC,2024-06-27,Reparado,0,0,0.0,0,0
7408094,CVB45.BC,2025-09-30,Reparado / Garantía Lab,0,0,460.0,460,0
7408094,CVB45.BC,2025-11-04,Reparado / Garantía Lab,1,1,35.0,495,1
7408094,CVB45.BC,2025-11-06,Reparado / Garantía Lab,2,2,2.0,497,1
7408094,CVB45.BC,2025-11-12,Reparado / Garantía Lab,3,3,6.0,503,0
7408095,CVB45.BC,2020-12-11,Reparado,0,0,0.0,0,0
7408095,CVB45.BC,2021-08-18,Reparado / Garantía Lab,0,1,250.0,250,0
7408095,CVB45.BC,2023-09-11,Reparado / Garantía Lab,0,0,754.0,1004,0
7408098,CVB45.BC,2020-11-28,Reparado,0,0,0.0,0,1
7408098,CVB45.BC,2020-12-14,Reparado / Garantía Lab,1,1,16.0,16,0
7408098,CVB45.BC,2022-01-11,Reparado / Garantía Lab,0,0,393.0,409,0
7408098,CVB45.BC,2024-10-01,Reparado / Garantía Lab,0,0,994.0,1403,0
7408098,CVB45.BC,2025-09-16,Reparado / Garantía Lab,0,1,350.0,1753,0
7408099,CVB45.BC,2021-03-09,Reparado,0,0,0.0,0,0
7408101,CVB45.BC,2020-12-28,Reparado,0,0,0.0,0,0
7408101,CVB45.BC,2021-09-06,Reparado / Garantía Lab,0,1,252.0,252,0
7408102,CVB45.BC,2021-01-06,Reparado,0,0,0.0,0,0
7408104,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,0
7408104,CVB45.BC,2021-06-08,Reparado / Garantía Lab,0,1,189.0,189,0
7408104,CVB45.BC,2023-10-08,Reparado / Garantía Lab,0,0,852.0,1041,0
7408105,CVB45.BC,2022-07-04,Reparado,0,0,0.0,0,0
7408105,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,1204.0,1204,0
7408106,CVB45.BC,2023-06-07,Reparado,0,0,0.0,0,0
7408106,CVB45.BC,2025-08-25,Reparado / Garantía Lab,0,0,810.0,810,0
7408107,CVB45.BC,2022-07-22,Reparado,0,0,0.0,0,0
7408107,CVB45.BC,2024-11-15,Reparado / Garantía Lab,0,0,847.0,847,0
7408108,CVB45.BC,2025-09-04,Reparado,0,0,0.0,0,0
7408109,CVB45.BC,2024-09-24,Reparado,0,0,0.0,0,0
7408110,CVB45.BC,2021-11-18,POD Reparado,0,0,0.0,0,0
7408110,CVB45.BC,2024-10-03,Reparado / Garantía Lab,0,0,1050.0,1050,0
7408111,CVB45.BC,2021-05-10,Reparado,0,0,0.0,0,0
7408111,CVB45.BC,2025-06-25,Reparado / Garantía Lab,0,0,1507.0,1507,0
7408111,CVB45.BC,2025-10-20,Reparado / Garantía Lab,1,1,117.0,1624,0
7408112,CVB45.BC,2024-06-10,Reparado,0,0,0.0,0,0
7408112,CVB45.BC,2024-09-25,Reparado / Garantía Lab,1,1,107.0,107,0
7408113,CVB45.BC,2021-05-07,Reparado,0,0,0.0,0,0
7408113,CVB45.BC,2024-08-06,Reparado / Garantía Lab,0,0,1187.0,1187,0
7408113,CVB45.BC,2025-07-03,Reparado / Garantía Lab,0,1,331.0,1518,0
7408113,CVB45.BC,2025-08-22,Reparado / Garantía Lab,1,1,50.0,1568,0
7408113,CVB45.BC,2025-10-16,Reparado / Garantía Lab,2,2,55.0,1623,1
7408113,CVB45.BC,2025-10-30,Reparado / Garantía Lab,3,3,14.0,1637,1
7408113,CVB45.BC,2025-11-04,Reparado / Garantía Lab,4,4,5.0,1642,1
7408113,CVB45.BC,2025-11-07,Reparado / Garantía Lab,5,5,3.0,1645,1
7408113,CVB45.BC,2025-11-11,Reparado / Garantía Lab,6,6,4.0,1649,1
7408113,CVB45.BC,2025-11-13,Reparado / Garantía Lab,7,7,2.0,1651,0
7408114,CVB45.BC,2021-06-15,Reparado,0,0,0.0,0,0
7408114,CVB45.BC,2024-06-03,Reparado / Garantía Lab,0,0,1084.0,1084,0
7408115,CVB45.BC,2021-02-18,Reparado,0,0,0.0,0,1
7408115,CVB45.BC,2021-03-01,Reparado / Garantía Lab,1,1,11.0,11,0
7408115,CVB45.BC,2021-05-27,Reparado / Garantía Lab,2,2,87.0,98,0
7408115,CVB45.BC,2021-09-21,Reparado / Garantía Lab,1,3,117.0,215,0
7408115,CVB45.BC,2021-10-26,Reparado / Garantía Lab,2,4,35.0,250,1
7408115,CVB45.BC,2021-10-28,Reparado / Garantía Lab,3,5,2.0,252,0
7408115,CVB45.BC,2022-06-03,Reparado / Garantía Lab,0,3,218.0,470,0
7408115,CVB45.BC,2022-07-27,Reparado / Garantía Lab,1,4,54.0,524,0
7408115,CVB45.BC,2022-10-24,Reparado / Garantía Lab,2,4,89.0,613,1
7408115,CVB45.BC,2022-11-15,Reparado / Garantía Lab,3,3,22.0,635,0
7408116,CVB45.BC,2025-10-20,Reparado,0,0,0.0,0,0
7408117,CVB45.BC,2024-09-13,Reparado,0,0,0.0,0,0
7408120,CVB45.BC,2022-06-18,Reparado,0,0,0.0,0,0
7408120,CVB45.BC,2024-10-18,Reparado / Garantía Lab,0,0,853.0,853,0
7408121,CVB45.BC,2023-12-21,Reparado,0,0,0.0,0,0
7408122,CVB45.BC,2020-11-19,Reparado,0,0,0.0,0,0
7408122,CVB45.BC,2021-12-27,Reparado / Garantía Lab,0,0,403.0,403,1
7408122,CVB45.BC,2022-01-03,Reparado / Garantía Lab,1,1,7.0,410,0
7408122,CVB45.BC,2023-11-22,POD Reparado,0,0,688.0,1098,0
7408122,CVB45.BC,2025-08-27,Reparado / Garantía Lab,0,0,644.0,1742,0
7408123,CVB45.BC,2020-11-19,Reparado,0,0,0.0,0,1
7408123,CVB45.BC,2020-11-25,Reparado / Garantía Lab,1,1,6.0,6,0
7408123,CVB45.BC,2021-12-30,Reparado / Garantía Lab,0,0,400.0,406,0
7408124,CVB45.BC,2021-11-09,Reparado,0,0,0.0,0,0
7408124,CVB45.BC,2022-06-15,Reparado / Garantía Lab,0,1,218.0,218,0
7408125,CVB45.BC,2021-03-11,Reparado,0,0,0.0,0,0
7408126,CVB45.BC,2022-06-16,Reparado,0,0,0.0,0,0
7408127,CVB45.BC,2020-11-27,Reparado,0,0,0.0,0,0
7408127,CVB45.BC,2022-03-25,Reparado / Garantía Lab,0,0,483.0,483,1
7408127,CVB45.BC,2022-04-11,Reparado / Garantía Lab,1,1,17.0,500,0
7408128,CVB45.BC,2021-03-04,Reparado,0,0,0.0,0,0
7408129,CVB45.BC,2021-03-01,Reparado,0,0,0.0,0,0
7408130,CVB45.BC,2022-08-09,Reparado,0,0,0.0,0,0
7408130,CVB45.BC,2022-09-27,Reparado / Garantía Lab,1,1,49.0,49,0
7408130,CVB45.BC,2025-04-24,POD Reparado,0,0,940.0,989,0
7408131,CVB45.BC,2024-03-06,Reparado,0,0,0.0,0,0
7408132,CVB45.BC,2020-11-18,Reparado,0,0,0.0,0,0
7408132,CVB45.BC,2024-03-17,Reparado / Garantía Lab,0,0,1215.0,1215,0
7408133,CVB45.BC,2021-05-18,Reparado,0,0,0.0,0,0
7408135,CVB45.BC,2020-12-16,Reparado,0,0,0.0,0,0
7408135,CVB45.BC,2023-05-30,Reparado,0,0,895.0,895,0
7408135,CVB45.BC,2024-08-30,Reparado / Garantía Lab,0,0,458.0,1353,0
7408135,CVB45.BC,2025-07-10,Reparado / Garantía Lab,0,1,314.0,1667,1
7408135,CVB45.BC,2025-07-14,Reparado / Garantía Lab,1,2,4.0,1671,0
7408136,CVB45.BC,2021-01-21,Reparado,0,0,0.0,0,0
7408136,CVB45.BC,2024-09-24,Reparado / Garantía Lab,0,0,1342.0,1342,0
7408136,CVB45.BC,2025-09-05,Reparado / Garantía Lab,0,1,346.0,1688,0
7408137,CVB45.BC,2020-12-03,Reparado,0,0,0.0,0,0
7408139,CVB45.BC,2025-09-02,Reparado,0,0,0.0,0,0
7408139,CVB45.BC,2025-10-07,Reparado / Garantía Lab,1,1,35.0,35,0
7408140,CVB45.BC,2020-11-19,Reparado,0,0,0.0,0,0
7408140,CVB45.BC,2021-04-07,Reparado / Garantía Lab,1,1,139.0,139,0
7408141,CVB45.BC,2020-11-09,Reparado,0,0,0.0,0,0
7408141,CVB45.BC,2022-01-27,Reparado / Garantía Lab,0,0,444.0,444,0
7408142,CVB45.BC,2021-06-19,Reparado,0,0,0.0,0,0
7408142,CVB45.BC,2023-09-09,Reparado / Garantía Lab,0,0,812.0,812,0
7408142,CVB45.BC,2024-05-20,Reparado / Garantía Lab,0,1,254.0,1066,0
7408142,CVB45.BC,2025-10-20,Reparado / Garantía Lab,0,0,518.0,1584,0
7408143,CVB45.BC,2020-12-28,Reparado,0,0,0.0,0,0
7408143,CVB45.BC,2022-07-26,Reparado / Garantía Lab,0,0,575.0,575,0
7408144,CVB45.BC,2022-06-01,Reparado,0,0,0.0,0,0
7408145,CVB45.BC,2020-12-17,Reparado,0,0,0.0,0,1
7408145,CVB45.BC,2020-12-30,Reparado,1,1,13.0,13,0
7408146,CVB45.BC,2020-12-01,Reparado,0,0,0.0,0,1
7408146,CVB45.BC,2020-12-14,Reparado / Garantía Lab,1,1,13.0,13,0
7408146,CVB45.BC,2021-06-11,Reparado / Garantía Lab,1,2,179.0,192,0
7408148,CVB45.BC,2021-09-29,Reparado,0,0,0.0,0,0
7408149,CVB45.BC,2021-03-12,Reparado / Garantía Lab,0,0,0.0,0,1
7408149,CVB45.BC,2021-04-01,Reparado,1,1,20.0,20,0
7408149,CVB45.BC,2021-05-20,Reparado / Garantía Lab,2,2,49.0,69,0
7408149,CVB45.BC,2021-11-15,Reparado / Garantía Lab,1,3,179.0,248,1
7408149,CVB45.BC,2021-11-25,Reparado / Garantía Lab,1,4,10.0,258,1
7408149,CVB45.BC,2021-12-14,Reparado / Garantía Lab,2,5,19.0,277,1
7408149,CVB45.BC,2022-01-13,Reparado / Garantía Lab,3,6,30.0,307,0
7408149,CVB45.BC,2022-04-04,POD Reparado,4,5,81.0,388,0
7408149,CVB45.BC,2024-08-12,Reparado / Garantía Lab,0,0,861.0,1249,0
7408150,CVB45.BC,2021-04-21,Reparado,0,0,0.0,0,0
7408150,CVB45.BC,2024-05-28,Reparado / Garantía Lab,0,0,1133.0,1133,0
7408151,CVB45.BC,2021-10-28,POD Reparado,0,0,0.0,0,0
7408151,CVB45.BC,2022-01-21,Reparado / Garantía Lab,1,1,85.0,85,1
7408151,CVB45.BC,2022-01-27,Reparado / Garantía Lab,2,2,6.0,91,0
7408151,CVB45.BC,2024-06-14,Reparado / Garantía Lab,0,0,869.0,960,1
7408151,CVB45.BC,2024-06-24,Reparado / Garantía Lab,1,1,10.0,970,0
7408152,CVB45.BC,2020-12-02,Reparado,0,0,0.0,0,0
7408152,CVB45.BC,2021-02-25,Reparado,1,1,85.0,85,1
7408152,CVB45.BC,2021-02-26,Reparado / Garantía Lab,2,2,1.0,86,0
7408152,CVB45.BC,2022-04-14,Reparado / Garantía Lab,0,0,412.0,498,0
7408152,CVB45.BC,2023-07-01,Reparado / Garantía Lab,0,0,443.0,941,0
7408152,CVB45.BC,2025-08-22,Reparado / Garantía Lab,0,0,783.0,1724,1
7408152,CVB45.BC,2025-09-01,Reparado / Garantía Lab,1,1,10.0,1734,0
7408153,CVB45.BC,2022-07-13,Reparado,0,0,0.0,0,1
7408153,CVB45.BC,2022-07-21,Reparado / Garantía Lab,1,1,8.0,8,0
7408153,CVB45.BC,2025-01-14,Reparado / Garantía Lab,0,0,908.0,916,0
7408153,CVB45.BC,2025-05-30,Reparado / Garantía Lab,1,1,136.0,1052,0
7408154,CVB45.BC,2024-04-03,Reparado,0,0,0.0,0,0
7408155,CVB45.BC,2020-12-11,Reparado,0,0,0.0,0,1
7408155,CVB45.BC,2020-12-29,Reparado / Garantía Lab,1,1,18.0,18,0
7408156,CVB45.BC,2021-08-17,Reparado,0,0,0.0,0,0
7408156,CVB45.BC,2023-02-12,Reparado / Garantía Lab,0,0,544.0,544,0
7408159,CVB45.BC,2021-03-26,Reparado,0,0,0.0,0,0
7408159,CVB45.BC,2023-08-21,Reparado / Garantía Lab,0,0,878.0,878,0
7408160,CVB45.BC,2021-11-02,POD Reparado,0,0,0.0,0,0
7408160,CVB45.BC,2025-09-02,Reparado / Garantía Lab,0,0,1400.0,1400,0
7408161,CVB45.BC,2022-03-08,Reparado,0,0,0.0,0,0
7408162,CVB45.BC,2021-12-07,Reparado,0,0,0.0,0,0
7408163,CVB45.BC,2021-10-09,Reparado,0,0,0.0,0,0
7408164,CVB45.BC,2022-08-19,Reparado,0,0,0.0,0,0
7408164,CVB45.BC,2022-11-08,Reparado / Garantía Lab,1,1,81.0,81,0
7408164,CVB45.BC,2024-05-17,Reparado / Garantía Lab,0,0,556.0,637,0
7408165,CVB45.BC,2020-11-06,Reparado,0,0,0.0,0,0
7408165,CVB45.BC,2020-12-14,Reparado / Garantía Lab,1,1,38.0,38,0
7408166,CVB45.BC,2021-11-23,Reparado,0,0,0.0,0,0
7408167,CVB45.BC,2023-07-06,Reparado,0,0,0.0,0,0
7408167,CVB45.BC,2025-03-04,POD Reparado,0,0,607.0,607,0
7408167,CVB45.BC,2025-08-21,Reparado / Garantía Lab,1,1,170.0,777,0
7408168,CVB45.BC,2020-12-24,Reparado,0,0,0.0,0,0
7408168,CVB45.BC,2021-05-29,Reparado / Garantía Lab,1,1,156.0,156,0
7408169,CVB45.BC,2021-04-01,Reparado,0,0,0.0,0,0
