id,Ingreso,Modelo,Serie,OS,PPU,Falla_Indicada,Estado,Salida,Solucion_Comentario,Estado_normalizado
12486,2025-03-03,CVB45.BC,7403381,RF5611348,BJFT94,QR,Reparado/Garantía Lab,2025-03-04,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12485,2025-03-03,CVB45.BC,7420469,RF5611350,BJGT94,No Enciende,Reparado/Garantía Lab,2025-03-04,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12496,2025-03-04,CVB35.BC,7203945,IM5600679,S/P,NO INICIA,Reparado/Garantía Lab,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12499,2025-03-04,CVB35.BC,7204155,IM5631578,TBYY58,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12510,2025-03-04,CVB35.BC,7204568,IM5629478,FLXR50,NO INICIA,Reparado/Garantía Lab,2025-03-06,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12509,2025-03-04,CVB45.BC,7401042,S/O,S/P,NO INICIA,Reparado/Garantía Lab,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12505,2025-03-04,CVB45.BC,7401611,S/O,S/P,SAM,Reparado/Garantía Lab,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12511,2025-03-04,CVB45.BC,7402275,IM5620985,S/P,Mantencion,Reparado/Garantía Lab,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12501,2025-03-04,CVB45.BC,7402451,IM5620513,THTD21,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12502,2025-03-04,CVB45.BC,7402590,S/O,S/P,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12508,2025-03-04,CVB45.BC,7402708,S/O,S/P,QR,Reparado/Garantía Lab,2025-06-25,Cambio Lector QR E9194453 / Nuevo: E9827777,Reparado / Garantía Lab
12500,2025-03-04,CVB45.BC,7403811,IM5613947,CJRL67,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12507,2025-03-04,CVB45.BC,7405071,IM5622623,SHCY14,QR,Reparado,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12497,2025-03-04,CVB45.BC,7405900,RF5628853,S/P,SONIDO,Reparado/Garantía Lab,2025-03-05,"Cambio Parlante, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12512,2025-03-04,CVB45.BC,7406063,RF5612567,SHXB26,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12494,2025-03-04,CVB45.BC,7408167,RF5633934,RWTP94,POD,PoD Reparado,2025-05-02,"Cambio Front Mask, Display, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12492,2025-03-04,CVB45.BC,7418212,IM5628956,SFPT80,QR,Reparado/Garantía Lab,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12498,2025-03-04,CVB45.BC,7419340,IM5598505,FLXY78,FIJAR IDE,Reparado,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12504,2025-03-04,CVB45.BC,7419406,IM5620946,FLXX59,No Enciende,Reparado,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12495,2025-03-04,CVB45.BC,7419464,RF5634096,RWRP31,POD,PoD Reparado,2025-05-02,"Cambio Front Mask, Display, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12493,2025-03-04,CVB45.BC,7419626,RF5621664,S/P,POD,PoD Reparado,2025-05-02,"Cambio Front Mask, Display, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12506,2025-03-04,CVB45.BC,7420059,IM5630576,GCBFD30,FIJAR IDE,Reparado,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12503,2025-03-04,CVB45.BC,7420215,IM5620825,S/P,FIJAR IDE,Reparado,2025-03-05,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12518,2025-03-06,CVB35.BC,7203340,S/O,S/P,IP,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12520,2025-03-06,CVB35.BC,7204363,S/O,S/P,ETHERNET,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12516,2025-03-06,CVB35.BC,7204688,RF5635905,BJFX31,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12525,2025-03-06,CVB35.BC,7204769,IM5605217,BJFB54,RAYADA,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12515,2025-03-06,CVB45.BC,7402275,S/O,S/P,QR,Reparado/Garantía Lab,2025-06-24,Cambio Lector QR E9192766 / Nuevo: E9719314,Reparado / Garantía Lab
12519,2025-03-06,CVB45.BC,7402854,RF5637483,FLXW52,CARCASA,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12523,2025-03-06,CVB45.BC,7402971,IM5642922,BJFW91,Intermitente,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12521,2025-03-06,CVB45.BC,7403009,IM5647211,S/P,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12513,2025-03-06,CVB45.BC,7403321,RF5641973,FLXF80,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12514,2025-03-06,CVB45.BC,7403434,IM5641318,FLXF88,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12524,2025-03-06,CVB45.BC,7403857,IM5646831,BJFV99,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12522,2025-03-06,CVB45.BC,7404921,IM5336557,S/P,DISPLAY,Reparado/Garantía Lab,2025-03-11,"Flasheo, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12517,2025-03-06,CVB45.BC,7405670,IM5635741,LZPG11,QR,Reparado/Garantía Lab,2025-03-07,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12530,2025-03-07,CVB35.BC,7203765,IM5590841,FLXK60,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12539,2025-03-07,CVB35.BC,7203775,IM5490956,RWRP68,SAM,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12528,2025-03-07,CVB35.BC,7203825,IM5595306,GCBD64,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12550,2025-03-07,CVB45.BC,7401006,IM5635479,BJFX31,Intermitente,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12537,2025-03-07,CVB45.BC,7401042,S/O,S/P,DISPLAY,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12538,2025-03-07,CVB45.BC,7401410,IM5649557,STHD54,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12542,2025-03-07,CVB45.BC,7401828,IM5600724,FLXG77,CARCASA,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12548,2025-03-07,CVB45.BC,7402030,IM5614437,TBFX37,CARCASA,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12541,2025-03-07,CVB45.BC,7402206,IM5630615,TBYY58,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12526,2025-03-07,CVB45.BC,7403027,IM5654344,PFXC71,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12546,2025-03-07,CVB45.BC,7403589,RF5459719,BJFP21,PINTURA,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12535,2025-03-07,CVB45.BC,7403593,IM5491251,RWRP75,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12545,2025-03-07,CVB45.BC,7403830,IM5636364,FLXV63,QR,Reparado,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12534,2025-03-07,CVB45.BC,7404074,IM5631514,CJRZ71,FIJAR IDE,Reparado,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12540,2025-03-07,CVB45.BC,7404749,IM5594589,LZPF47,CARCASA,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12549,2025-03-07,CVB45.BC,7405624,IM5640255,BJFW91,Intermitente,Reparado,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12543,2025-03-07,CVB45.BC,7405715,IM5621170,STHC51,Mantencion,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12532,2025-03-07,CVB45.BC,7405841,IM5657669,FLXZ48,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12544,2025-03-07,CVB45.BC,7406398,IM5657659,FLXY63,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12527,2025-03-07,CVB45.BC,7406539,IM5632683,FLXL16,Intermitente,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12533,2025-03-07,CVB45.BC,7407181,IM5637149,SRVK42,QR,Reparado/Garantía Lab,2025-03-10,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12531,2025-03-07,CVB45.BC,7407937,IM5643474,SPPF80,Intermitente,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12547,2025-03-07,CVB45.BC,7408354,IM5634233,FLXS33,CARCASA,Reparado/Garantía Lab,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12536,2025-03-07,CVB45.BC,7419426,RF5633915,SXKV95,POD,PoD Reparado,2025-05-02,"Cambio Front Mask, Display, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12529,2025-03-07,CVB45.BC,7420398,IM5656785,SVDD35,Mantencion,Reparado,2025-03-11,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12551,2025-03-07,CVB45.BC,7420463,IM5648794,JVDD90,FIJAR IDE,Reparado,2025-03-10,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12554,2025-03-10,CVB35.BC,7204363,S/O,S/P,SERVER,Reparado/Garantía Lab,2025-03-11,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12552,2025-03-10,CVB45.BC,7403562,IM5661413,FLXX92,QR,Reparado/Garantía Lab,2025-03-11,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12553,2025-03-10,CVB45.BC,7404708,RF5663670,PFXC13,POD,PoD Reparado,2025-03-13,"Front Mask, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12567,2025-03-11,CVB45.BC,7400952,IM5654555,S/P,VIDRIO,Reparado/Garantía Lab,2025-03-12,"Cambio Front Cover, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12560,2025-03-11,CVB45.BC,7401098,RF5660429,ZP,POD,PoD Reparado,2025-03-12,"Cambio Front Cover, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12559,2025-03-11,CVB45.BC,7401386,RF5662006,ZP,POD,PoD Reparado,2025-03-14,"Front Mask, Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12561,2025-03-11,CVB45.BC,7401425,RF5663034,ZP,POD,PoD Reparado,2025-03-13,"Cambio Front Cover,Bar Code Cover ,Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12555,2025-03-11,CVB45.BC,7401500,RF5644371,S/P,POD,PoD Reparado,2025-03-12,"Cambio Front Cover, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",POD Reparado
12568,2025-03-11,CVB45.BC,7402451,IM5680149,SLPB84,QR,Reparado/Garantía Lab,2025-03-12,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12562,2025-03-11,CVB45.BC,7402518,IM5674440,SRSC90,QR,Reparado/Garantía Lab,2025-03-12,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12557,2025-03-11,CVB45.BC,7403381,RF5674720,SPVW11,QR,Reparado/Garantía Lab,2025-03-12,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12564,2025-03-11,CVB45.BC,7403434,S/O,S/P,QR,Reparado/Garantía Lab,2025-04-01,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12563,2025-03-11,CVB45.BC,7405559,IM5680109,SKPK31,QR,Reparado/Garantía Lab,2025-03-12,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12556,2025-03-11,CVB45.BC,7419052,IM5659495,S/P,BIP,Reparado/Garantía Lab,2025-03-14,Cambio EMV: 27130030086 / Serie Antigua: 27130012635,Reparado / Garantía Lab
12566,2025-03-11,CVB45.BC,7419360,IM5675856,TWPD59,FIJAR IDE,Reparado,2025-03-12,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12558,2025-03-11,CVB45.BC,7501053,IM5535205,ZP,FUSIBLE,Reparado,2025-03-12,"Cambio Fusible, Pruebas Soft MK e Instalacion S.O",Reparado
12565,2025-03-11,CVB45.BC,7501312,IM5562855,S/P,FALLA RJ,Reparado,2025-03-19,"Flasheo Placa, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12569,2025-03-12,CVB45.BC,7401059,IM5657664,RWRP58,FECHA,Reparado/Garantía Lab,2025-03-17,"Reparacion Placa, Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12576,2025-03-13,CVB45.BC,7401820,IM5694074,S/P,QR,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12578,2025-03-13,CVB45.BC,7402590,RF5694439,S/P,CARCASA,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12573,2025-03-13,CVB45.BC,7402725,IM5691872,TBFT60,QR,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12575,2025-03-13,CVB45.BC,7403009,IM5696748,S/P,QR,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12570,2025-03-13,CVB45.BC,7403562,S/O,S/P,QR,Reparado/Garantía Lab,2025-06-24,Cambio Lector QR E9192992 / Nuevo: E9719319,Reparado / Garantía Lab
12574,2025-03-13,CVB45.BC,7404921,S/O,S/P,DISPLAY,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12581,2025-03-13,CVB45.BC,7405368,IM5685632,S/P,QR,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12577,2025-03-13,CVB45.BC,7406398,S/O,S/P,sonido,Reparado/Garantía Lab,2025-03-14,"Parlante , Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12571,2025-03-13,CVB45.BC,7406472,IM5690519,SRTK18,FIJAR IDE,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12579,2025-03-13,CVB45.BC,7408183,RF5687529,LXVR11,DESINTALACION,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12580,2025-03-13,CVB45.BC,7418164,RF5690365,S/P,CARCASA,Reparado/Garantía Lab,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12572,2025-03-13,CVB45.BC,7418198,IM5686958,SPCK54,FIJAR IDE,Reparado,2025-03-14,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12585,2025-03-14,CVB45.BC,7401363,IM5691864,S/P,DISPLAY,Reparado/Garantía Lab,2025-03-17,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12583,2025-03-14,CVB45.BC,7401455,IM5691943,S/P,No Enciende,Reparado/Garantía Lab,2025-03-17,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12582,2025-03-14,CVB45.BC,7501427,RF5706070,S/P,QR,Reparado,2025-03-17,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12586,2025-03-14,CVB45.BC,7518986,IM5694140,S/P,QR,Reparado,2025-03-17,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12584,2025-03-14,CVB45.BC,7519056,IM5685502,S/P,MIFARE,Reparado/Garantía Lab,2025-03-17,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12613,2025-03-17,CVB35.BC,7203573,IM5701562,LDJJ88,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12598,2025-03-17,CVB35.BC,7204059,IM5702245,S/P,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12618,2025-03-17,CVB35.BC,7204172,IM5675988,SVDD87,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12612,2025-03-17,CVB35.BC,7204273,IM5644623,CJRY79,Se Reinicia,Reparado/Garantía Lab,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12591,2025-03-17,CVB35.BC,7204345,IM5670529,SPWV11,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12594,2025-03-17,CVB35.BC,7204353,IM5697241,BJFS36,SUCIO,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12597,2025-03-17,CVB35.BC,7204456,IM5646218,SZYY79,KERNEL,Reparado/Garantía Lab,2025-04-25,"Flasheo Procesador, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12615,2025-03-17,CVB45.BC,7401591,S/O,S/P,MIFARE,Reparado/Garantía Lab,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12604,2025-03-17,CVB45.BC,7401634,FLXP82,S/P,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12587,2025-03-17,CVB45.BC,7401645,RF5635881,BJFX31,RJ,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12617,2025-03-17,CVB45.BC,7402040,IM5693748,SKDJ94,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12616,2025-03-17,CVB45.BC,7402425,IM5698365,SLLZ99,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12590,2025-03-17,CVB45.BC,7402527,IM5692248,S/P,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12609,2025-03-17,CVB45.BC,7402639,IM5680170,S/P,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12592,2025-03-17,CVB45.BC,7402882,IM5703356,PGLD78,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12607,2025-03-17,CVB45.BC,7403027,IM5708500,FLXR79,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12602,2025-03-17,CVB45.BC,7403820,IM5708263,RWRP58,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12608,2025-03-17,CVB45.BC,7403892,IM5683303,S/P,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12588,2025-03-17,CVB45.BC,7404024,IM5670029,S/P,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12599,2025-03-17,CVB45.BC,7404175,IM5693692,TBFW60,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12611,2025-03-17,CVB45.BC,7405670,RF5708682,RWRP58,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12614,2025-03-17,CVB45.BC,7405688,IM5685934,FLXZ10,TORNIQUETE,Reparado/Garantía Lab,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12603,2025-03-17,CVB45.BC,7405756,IM5661119,S/P,QR,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
12589,2025-03-17,CVB45.BC,7405820,IM5674267,PGBY52,FIJAR IDE,Reparado,2025-03-18,"Reconexion IDE, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado
12605,2025-03-17,CVB45.BC,7405834,IM5698802,SHCY50,QR Sucio,Reparado/Garantía Lab,2025-03-18,"Reconexion QR, Limpieza, Aplicación Pegamento, Pruebas Soft MK e Instalacion S.O",Reparado / Garantía Lab
